marker,position,absolute_pos,n_tokens,emotion,task,split,file_id
like,0.9210526315789473,35,39,2,6way,val,Ses01M_script01
but,0.5,19,39,2,6way,val,Ses01M_script01
you know,0.7894736842105263,30,39,2,6way,val,Ses01M_script01
and,0.0,0,39,2,6way,val,Ses01M_script01
so,0.375,6,17,2,6way,val,Ses01M_script01
like,0.782608695652174,18,24,2,6way,val,Ses01M_script01
though,0.043478260869565216,1,24,2,6way,val,Ses01M_script01
and,0.34782608695652173,8,24,2,6way,val,Ses01M_script01
and,0.5652173913043478,13,24,2,6way,val,Ses01M_script01
and,0.5333333333333333,8,16,2,6way,val,Ses01M_script01
like,0.5333333333333333,8,16,2,6way,val,Ses01M_script01
so,0.6,9,16,2,6way,val,Ses01M_script01
and,0.0,0,16,2,6way,val,Ses01M_script01
you know,0.47058823529411764,8,18,2,6way,val,Ses01M_script01
and,0.23529411764705882,4,18,2,6way,val,Ses01M_script01
but,0.3333333333333333,10,31,2,6way,val,Ses01M_script01
and,0.0,0,16,2,6way,val,Ses01M_script01
and,0.6666666666666666,10,16,2,6way,val,Ses01M_script01
and,0.1875,3,17,2,6way,val,Ses01M_script01
i guess,0.6875,11,17,2,6way,val,Ses01M_script01
and,0.0,0,31,-1,6way,val,Ses01M_script01
well,0.0,0,6,3,6way,val,Ses01M_script01
maybe,0.2,1,6,3,6way,val,Ses01M_script01
and,0.2727272727272727,3,12,0,6way,val,Ses01M_script01
well,0.0,0,17,3,6way,val,Ses01M_script01
like,0.3076923076923077,4,14,5,6way,val,Ses01M_script01
you know,0.25,2,9,5,6way,val,Ses01M_script01
so,0.5,1,3,5,6way,val,Ses01M_script01
oh,0.0,0,3,5,6way,val,Ses01M_script01
but,0.875,21,25,-1,6way,val,Ses01M_script01
probably,0.5,12,25,-1,6way,val,Ses01M_script01
you know,0.42857142857142855,3,8,3,6way,val,Ses01M_script01
and,0.0,0,8,3,6way,val,Ses01M_script01
i think,0.6296296296296297,17,28,-1,6way,val,Ses01M_script01
and,0.8148148148148148,22,28,-1,6way,val,Ses01M_script01
but,0.6842105263157895,13,20,5,6way,val,Ses01M_script01
like,0.14285714285714285,4,29,0,6way,val,Ses01M_script01
like,0.19444444444444445,7,37,0,6way,val,Ses01M_script01
but,0.2222222222222222,8,37,0,6way,val,Ses01M_script01
oh,0.0,0,37,0,6way,val,Ses01M_script01
and,0.7222222222222222,26,37,0,6way,val,Ses01M_script01
and,0.6875,11,17,-1,6way,val,Ses01M_script01
and,0.5,12,25,3,6way,val,Ses01M_script01
and,0.75,18,25,3,6way,val,Ses01M_script01
but,0.25,3,13,2,6way,val,Ses01M_script01
and,0.8333333333333334,10,13,2,6way,val,Ses01M_script01
i guess,0.0,0,4,2,6way,val,Ses01M_script01
like,0.35714285714285715,5,15,-1,6way,val,Ses01M_script01
but,0.4666666666666667,7,16,5,6way,val,Ses01M_script01
and,0.65,13,21,-1,6way,val,Ses01M_script01
so,0.9142857142857143,32,36,0,6way,val,Ses01M_script01
but,0.22857142857142856,8,36,0,6way,val,Ses01M_script01
but,0.6285714285714286,22,36,0,6way,val,Ses01M_script01
and,0.7714285714285715,27,36,0,6way,val,Ses01M_script01
so,0.5555555555555556,10,19,0,6way,val,Ses01M_script01
so,1.0,18,19,0,6way,val,Ses01M_script01
you know,0.5333333333333333,8,16,5,6way,val,Ses01M_script01
but,0.625,5,9,-1,6way,val,Ses01M_script01
well,0.0,0,9,-1,6way,val,Ses01M_script01
well,0.0,0,6,5,6way,val,Ses01M_script01
you know,0.0,0,7,5,6way,val,Ses01M_script01
well,0.0,0,15,0,6way,val,Ses01M_script01
so,0.0,0,12,5,6way,val,Ses01M_script01
so,0.21875,7,33,0,6way,val,Ses01M_script01
you know,0.34375,11,33,0,6way,val,Ses01M_script01
you know,0.4375,14,33,0,6way,val,Ses01M_script01
and,0.78125,25,33,0,6way,val,Ses01M_script01
so,0.07692307692307693,1,14,0,6way,val,Ses01M_script01
but,0.7391304347826086,34,47,0,6way,val,Ses01M_script01
you know,0.6304347826086957,29,47,0,6way,val,Ses01M_script01
and,0.1956521739130435,9,47,0,6way,val,Ses01M_script01
so,0.4666666666666667,14,31,5,6way,val,Ses01M_script01
so,0.9,27,31,5,6way,val,Ses01M_script01
you know,0.2,6,31,5,6way,val,Ses01M_script01
yet,1.0,4,5,3,6way,val,Ses01M_script01
so,0.7777777777777778,7,10,2,6way,val,Ses01M_script01
well,0.0,0,18,5,6way,val,Ses01M_script01
you know,0.17647058823529413,3,18,5,6way,val,Ses01M_script01
maybe,0.5882352941176471,10,18,5,6way,val,Ses01M_script01
well,0.0,0,21,-1,6way,val,Ses01M_script01
i think,0.7,14,21,-1,6way,val,Ses01M_script01
however,0.5,10,21,-1,6way,val,Ses01M_script01
so,0.0,0,8,5,6way,val,Ses01M_script01
but,0.18181818181818182,4,23,0,6way,val,Ses01M_script01
i think,0.16,4,26,5,6way,val,Ses01M_script01
i think,0.68,17,26,5,6way,val,Ses01M_script01
i think,0.84,21,26,5,6way,val,Ses01M_script01
you know,0.06666666666666667,1,16,0,6way,val,Ses01M_script01
so,0.5,2,5,-1,6way,val,Ses01M_script01
though,1.0,4,5,-1,6way,val,Ses01M_script01
though,0.35714285714285715,5,15,5,6way,val,Ses01M_script01
and,0.42857142857142855,6,15,5,6way,val,Ses01M_script01
so,0.9696969696969697,32,34,5,6way,val,Ses01M_script01
i think,0.030303030303030304,1,34,5,6way,val,Ses01M_script01
i think,0.21212121212121213,7,34,5,6way,val,Ses01M_script01
you know,0.6363636363636364,21,34,5,6way,val,Ses01M_script01
and,0.6060606060606061,20,34,5,6way,val,Ses01M_script01
and,0.696969696969697,23,34,5,6way,val,Ses01M_script01
so,0.6363636363636364,7,12,5,6way,val,Ses01M_script01
and,0.45454545454545453,5,12,5,6way,val,Ses01M_script01
maybe,0.8181818181818182,9,12,5,6way,val,Ses01M_script01
oh,0.0,0,5,0,6way,val,Ses01M_script01
like,0.06521739130434782,3,47,0,6way,val,Ses01M_script01
and,0.8478260869565217,39,47,0,6way,val,Ses01M_script01
like,0.8571428571428571,6,8,0,6way,val,Ses01M_script01
well,0.0,0,8,0,6way,val,Ses01M_script01
like,0.18181818181818182,6,34,0,6way,val,Ses01M_script01
but,0.06060606060606061,2,34,0,6way,val,Ses01M_script01
like,0.8,4,6,0,6way,val,Ses01M_script01
well,0.0,0,6,0,6way,val,Ses01M_script01
like,0.75,3,5,0,6way,val,Ses01M_script01
well,0.0,0,5,0,6way,val,Ses01M_script01
like,0.7272727272727273,8,12,4,6way,val,Ses01M_script02
and,0.9090909090909091,10,12,4,6way,val,Ses01M_script02
so,0.2,1,6,4,6way,val,Ses01M_script02
well,0.0,0,6,4,6way,val,Ses01M_script02
i think,0.0,0,4,5,6way,val,Ses01M_script02
like,0.5555555555555556,5,10,-1,6way,val,Ses01M_script02
so,0.0,0,17,-1,6way,val,Ses01M_script02
so,0.0625,1,17,-1,6way,val,Ses01M_script02
so,0.5,8,17,-1,6way,val,Ses01M_script02
like,0.7,7,11,5,6way,val,Ses01M_script02
you know,0.5,8,17,5,6way,val,Ses01M_script02
you know,0.6111111111111112,11,19,5,6way,val,Ses01M_script02
so,0.14285714285714285,1,8,5,6way,val,Ses01M_script02
well,0.2,1,6,-1,6way,val,Ses01M_script02
like,1.0,15,16,0,6way,val,Ses01M_script02
like,0.2,4,21,5,6way,val,Ses01M_script02
oh,0.0,0,11,5,6way,val,Ses01M_script02
and,0.0,0,9,-1,6way,val,Ses01M_script02
and,0.625,5,9,-1,6way,val,Ses01M_script02
like,0.46153846153846156,6,14,0,6way,val,Ses01M_script02
like,0.05714285714285714,2,36,0,6way,val,Ses01M_script02
and,0.5714285714285714,20,36,0,6way,val,Ses01M_script02
and,0.8857142857142857,31,36,0,6way,val,Ses01M_script02
and,0.0,0,12,5,6way,val,Ses01M_script02
but,0.8461538461538461,22,27,-1,6way,val,Ses01M_script02
and,0.3076923076923077,8,27,5,6way,val,Ses01M_script02
and,0.2413793103448276,7,30,3,6way,val,Ses01M_script02
and,0.4827586206896552,14,30,3,6way,val,Ses01M_script02
and,0.7931034482758621,23,30,3,6way,val,Ses01M_script02
so,0.0,0,14,3,6way,val,Ses01M_script02
and,1.0,13,14,3,6way,val,Ses01M_script02
so,0.7916666666666666,19,25,-1,6way,val,Ses01M_script02
but,0.4583333333333333,11,25,-1,6way,val,Ses01M_script02
though,0.041666666666666664,1,25,-1,6way,val,Ses01M_script02
so,0.28,7,26,-1,6way,val,Ses01M_script02
so,0.68,17,26,-1,6way,val,Ses01M_script02
and,0.0,0,17,2,6way,val,Ses01M_script02
like,0.8378378378378378,31,38,3,6way,val,Ses01M_script02
so,0.5405405405405406,20,38,3,6way,val,Ses01M_script02
so,0.8108108108108109,30,38,3,6way,val,Ses01M_script02
and,0.2972972972972973,11,38,3,6way,val,Ses01M_script02
and,0.5945945945945946,22,38,3,6way,val,Ses01M_script02
like,0.5555555555555556,5,10,-1,6way,val,Ses01M_script02
so,0.3333333333333333,4,13,2,6way,val,Ses01M_script02
so,0.9166666666666666,11,13,2,6way,val,Ses01M_script02
oh,0.0,0,5,3,6way,val,Ses01M_script02
so,0.8571428571428571,6,8,3,6way,val,Ses01M_script02
so,0.18181818181818182,2,12,0,6way,val,Ses01M_script02
well,0.0,0,6,5,6way,val,Ses01M_script02
so,0.3939393939393939,13,34,0,6way,val,Ses01M_script02
and,0.8787878787878788,29,34,0,6way,val,Ses01M_script02
like,0.34375,11,33,-1,6way,val,Ses01M_script02
and,0.5,16,33,-1,6way,val,Ses01M_script02
and,0.6875,22,33,-1,6way,val,Ses01M_script02
like,0.14814814814814814,4,28,2,6way,val,Ses01M_script02
though,0.25925925925925924,7,28,2,6way,val,Ses01M_script02
and,0.5925925925925926,16,28,2,6way,val,Ses01M_script02
and,0.8148148148148148,22,28,2,6way,val,Ses01M_script02
and,1.0,27,28,2,6way,val,Ses01M_script02
you know,0.07692307692307693,1,14,2,6way,val,Ses01M_script02
you know,0.46153846153846156,6,14,2,6way,val,Ses01M_script02
oh,0.0,0,12,0,6way,val,Ses01M_script02
like,0.375,3,9,2,6way,val,Ses01M_script02
though,0.625,5,9,2,6way,val,Ses01M_script02
but,0.6666666666666666,12,19,2,6way,val,Ses01M_script02
i mean,0.2222222222222222,4,19,2,6way,val,Ses01M_script02
and,0.5555555555555556,10,19,2,6way,val,Ses01M_script02
so,0.8,8,11,2,6way,val,Ses01M_script02
so,0.9,9,11,2,6way,val,Ses01M_script02
so,0.7142857142857143,5,8,2,6way,val,Ses01M_script02
maybe,0.0,0,8,2,6way,val,Ses01M_script02
but,0.3333333333333333,3,10,2,6way,val,Ses01M_script02
you know,0.7142857142857143,5,8,-1,6way,val,Ses01M_script02
so,0.43478260869565216,10,24,2,6way,val,Ses01M_script02
so,0.5217391304347826,12,24,2,6way,val,Ses01M_script02
so,0.7391304347826086,17,24,2,6way,val,Ses01M_script02
so,0.8260869565217391,19,24,2,6way,val,Ses01M_script02
probably,0.21739130434782608,5,24,2,6way,val,Ses01M_script02
you know,0.1111111111111111,1,10,-1,6way,val,Ses01M_script02
so,0.0,0,13,-1,6way,val,Ses01M_script02
but,0.5833333333333334,7,13,-1,6way,val,Ses01M_script02
maybe,0.08333333333333333,1,13,-1,6way,val,Ses01M_script02
like,0.45454545454545453,5,12,-1,6way,val,Ses01M_script02
though,1.0,11,12,-1,6way,val,Ses01M_script02
oh,0.0,0,11,-1,6way,val,Ses01M_script02
i guess,0.0,0,6,1,6way,val,Ses01M_script02
i think,0.5,8,17,1,6way,val,Ses01M_script02
so,1.0,2,3,2,6way,val,Ses01M_script02
you know,0.2608695652173913,12,47,4,6way,val,Ses01M_script02
and,0.43478260869565216,20,47,4,6way,val,Ses01M_script02
and,0.4782608695652174,22,47,4,6way,val,Ses01M_script02
i think,0.2,1,6,-1,6way,val,Ses01M_script02
like,0.9166666666666666,22,25,4,6way,val,Ses01M_script02
oh,0.0,0,25,4,6way,val,Ses01M_script02
though,0.20833333333333334,5,25,4,6way,val,Ses01M_script02
probably,0.2916666666666667,7,25,4,6way,val,Ses01M_script02
probably,0.5416666666666666,13,25,4,6way,val,Ses01M_script02
probably,0.75,18,25,4,6way,val,Ses01M_script02
although,0.25,6,25,4,6way,val,Ses01M_script02
you know,0.7333333333333333,11,16,4,6way,val,Ses01M_script02
oh,0.6,9,16,4,6way,val,Ses01M_script02
well,0.25,1,5,3,6way,val,Ses01M_script02
oh,0.0,0,5,3,6way,val,Ses01M_script02
like,0.3125,5,17,0,6way,val,Ses01M_script02
so,0.375,6,17,0,6way,val,Ses01M_script02
though,0.17391304347826086,4,24,-1,6way,val,Ses01M_script02
you know,0.0,0,31,4,6way,val,Ses01M_script02
like,0.8,8,11,4,6way,val,Ses01M_script02
so,0.3,3,11,4,6way,val,Ses01M_script02
oh,0.0,0,11,4,6way,val,Ses01M_script02
like,0.0,0,11,-1,6way,val,Ses01M_script02
and,0.5384615384615384,14,27,5,6way,val,Ses01M_script02
and,0.5172413793103449,15,30,5,6way,val,Ses01M_script02
and,0.9310344827586207,27,30,5,6way,val,Ses01M_script02
and,0.3333333333333333,9,28,0,6way,val,Ses01M_script02
and,0.875,21,25,0,6way,val,Ses01M_script02
like,0.0967741935483871,3,32,-1,6way,val,Ses01M_script02
like,0.3548387096774194,11,32,-1,6way,val,Ses01M_script02
like,0.6129032258064516,19,32,-1,6way,val,Ses01M_script02
like,0.9032258064516129,28,32,-1,6way,val,Ses01M_script02
so,0.5161290322580645,16,32,-1,6way,val,Ses01M_script02
but,0.03225806451612903,1,32,-1,6way,val,Ses01M_script02
so,0.21739130434782608,5,24,5,6way,val,Ses01M_script02
oh,0.0,0,2,5,6way,val,Ses01M_script02
like,0.3157894736842105,12,39,4,6way,val,Ses01M_script02
like,0.5263157894736842,20,39,4,6way,val,Ses01M_script02
like,0.7631578947368421,29,39,4,6way,val,Ses01M_script02
so,0.2631578947368421,10,39,4,6way,val,Ses01M_script02
but,0.10526315789473684,4,39,4,6way,val,Ses01M_script02
well,0.0,0,39,4,6way,val,Ses01M_script02
like,0.04,1,26,4,6way,val,Ses01M_script02
like,0.7391304347826086,17,24,5,6way,val,Ses01M_script02
i mean,0.21739130434782608,5,24,5,6way,val,Ses01M_script02
though,0.17391304347826086,4,24,5,6way,val,Ses01M_script02
like,0.18518518518518517,5,28,5,6way,val,Ses01M_script02
so,0.3333333333333333,9,28,5,6way,val,Ses01M_script02
and,0.0,0,28,5,6way,val,Ses01M_script02
so,0.5757575757575758,19,34,0,6way,val,Ses01M_script02
also,0.09090909090909091,3,34,0,6way,val,Ses01M_script02
and,0.8181818181818182,27,34,0,6way,val,Ses01M_script02
though,1.0,7,8,3,6way,val,Ses01M_script02
so,0.4230769230769231,11,27,3,6way,val,Ses01M_script02
like,0.23076923076923078,3,14,4,6way,val,Ses01M_script02
like,0.47619047619047616,10,22,4,6way,val,Ses01M_script02
and,0.2727272727272727,6,23,4,6way,val,Ses01M_script02
and,0.8181818181818182,18,23,4,6way,val,Ses01M_script02
like,0.0,0,20,4,6way,val,Ses01M_script02
so,0.05263157894736842,1,20,4,6way,val,Ses01M_script02
and,0.7368421052631579,14,20,4,6way,val,Ses01M_script02
and,0.0,0,16,4,6way,val,Ses01M_script02
and,0.26666666666666666,4,16,4,6way,val,Ses01M_script02
like,0.08333333333333333,1,13,4,6way,val,Ses01M_script02
and,0.3333333333333333,1,4,1,6way,val,Ses01M_script03
so,0.6666666666666666,4,7,1,6way,val,Ses01M_script03
so,0.6666666666666666,4,7,-1,6way,val,Ses01M_script03
oh,0.0,0,8,-1,6way,val,Ses01M_script03
oh,0.14285714285714285,1,8,-1,6way,val,Ses01M_script03
oh,0.0,0,1,-1,6way,val,Ses01M_script03
oh,0.0,0,3,1,6way,val,Ses01M_script03
i think,0.125,1,9,1,6way,val,Ses01M_script03
you know,0.35,7,21,1,6way,val,Ses01M_script03
i think,0.2,2,11,-1,6way,val,Ses01M_script03
and,0.5,3,7,-1,6way,val,Ses01M_script03
oh,0.0,0,5,1,6way,val,Ses01M_script03
oh,0.0,0,10,1,6way,val,Ses01M_script03
so,0.3,3,11,1,6way,val,Ses01M_script03
oh,0.0,0,3,-1,6way,val,Ses01M_script03
you know,0.07692307692307693,1,14,-1,6way,val,Ses01M_script03
oh,0.0,0,14,-1,6way,val,Ses01M_script03
and,0.9,9,11,1,6way,val,Ses01M_script03
oh,0.0,0,3,-1,6way,val,Ses01M_script03
and,0.8571428571428571,6,8,1,6way,val,Ses01M_script03
like,0.75,3,5,-1,6way,val,Ses01M_script03
oh,0.0,0,5,-1,6way,val,Ses01M_script03
well,0.0,0,8,-1,6way,val,Ses01M_script03
well,0.7142857142857143,5,8,-1,6way,val,Ses01M_script03
well,0.0,0,6,-1,6way,val,Ses01M_script03
i think,0.0,0,5,1,6way,val,Ses01M_script03
so,0.125,1,9,-1,6way,val,Ses01M_script03
like,0.8275862068965517,24,30,4,6way,val,Ses01M_script03
and,0.6896551724137931,20,30,4,6way,val,Ses01M_script03
and,0.7586206896551724,22,30,4,6way,val,Ses01M_script03
oh,0.0,0,5,-1,6way,val,Ses01M_script03
so,1.0,11,12,1,6way,val,Ses01M_script03
and,0.36363636363636365,4,12,1,6way,val,Ses01M_script03
you know,0.05,1,21,1,6way,val,Ses01M_script03
and,0.7,14,21,1,6way,val,Ses01M_script03
oh,0.0,0,4,-1,6way,val,Ses01M_script03
so,0.47058823529411764,8,18,-1,6way,val,Ses01M_script03
so,0.9090909090909091,10,12,4,6way,val,Ses01M_script03
oh,0.0,0,12,4,6way,val,Ses01M_script03
oh,0.0,0,21,-1,6way,val,Ses01M_script03
oh,0.7,14,21,-1,6way,val,Ses01M_script03
and,0.45,9,21,-1,6way,val,Ses01M_script03
but,0.0,0,24,4,6way,val,Ses01M_script03
you know,0.043478260869565216,1,24,4,6way,val,Ses01M_script03
oh,0.0,0,13,-1,6way,val,Ses01M_script03
and,0.5,6,13,-1,6way,val,Ses01M_script03
oh,0.0,0,7,-1,6way,val,Ses01M_script03
like,0.5,3,7,1,6way,val,Ses01M_script03
oh,1.0,6,7,1,6way,val,Ses01M_script03
and,0.16666666666666666,1,7,1,6way,val,Ses01M_script03
oh,0.0,0,1,1,6way,val,Ses01M_script03
oh,0.0,0,1,1,6way,val,Ses01M_script03
however,0.0,0,13,-1,6way,val,Ses01M_script03
oh,0.0,0,8,4,6way,val,Ses01M_script03
however,0.0,0,13,-1,6way,val,Ses01M_script03
oh,0.0,0,8,-1,6way,val,Ses01M_script03
so,0.5,5,11,-1,6way,val,Ses01M_script03
well,0.0,0,10,-1,6way,val,Ses01M_script03
well,0.0,0,4,3,6way,val,Ses01M_script03
and,0.7142857142857143,10,15,-1,6way,val,Ses01M_script03
and,0.0,0,4,-1,6way,val,Ses01M_script03
so,0.2857142857142857,4,15,-1,6way,val,Ses01M_script03
and,0.42857142857142855,6,15,-1,6way,val,Ses01M_script03
so,0.0,0,10,-1,6way,val,Ses01M_script03
so,0.8888888888888888,8,10,-1,6way,val,Ses01M_script03
you know,0.09090909090909091,1,12,3,6way,val,Ses01M_script03
oh,0.0,0,12,3,6way,val,Ses01M_script03
you know,0.29411764705882354,5,18,-1,6way,val,Ses01M_script03
and,0.5882352941176471,10,18,-1,6way,val,Ses01M_script03
and,0.7058823529411765,12,18,-1,6way,val,Ses01M_script03
and,0.8235294117647058,14,18,-1,6way,val,Ses01M_script03
and,0.9411764705882353,16,18,-1,6way,val,Ses01M_script03
so,0.2777777777777778,5,19,-1,6way,val,Ses01M_script03
well,0.05555555555555555,1,19,-1,6way,val,Ses01M_script03
so,0.8,4,6,3,6way,val,Ses01M_script03
well,0.0,0,15,0,6way,val,Ses01M_script03
oh,0.0,0,4,-1,6way,val,Ses01M_script03
well,0.07692307692307693,1,14,-1,6way,val,Ses01M_script03
oh,0.0,0,14,-1,6way,val,Ses01M_script03
like,0.7692307692307693,10,14,0,6way,val,Ses01M_script03
you know,0.0,0,14,0,6way,val,Ses01M_script03
and,0.8333333333333334,10,13,0,6way,val,Ses01M_script03
like,0.95,19,21,0,6way,val,Ses01M_script03
and,0.75,15,21,0,6way,val,Ses01M_script03
oh,0.0,0,5,0,6way,val,Ses01M_script03
i think,0.0,0,27,0,6way,val,Ses01M_script03
oh,0.0,0,31,0,6way,val,Ses01M_script03
maybe,0.4666666666666667,14,31,0,6way,val,Ses01M_script03
so,0.8,8,11,0,6way,val,Ses01M_script03
i think,0.625,5,9,0,6way,val,Ses01M_script03
well,0.0,0,7,0,6way,val,Ses01M_script03
well,0.1111111111111111,1,10,0,6way,val,Ses01M_script03
and,0.8888888888888888,8,10,0,6way,val,Ses01M_script03
oh,0.07692307692307693,1,14,0,6way,val,Ses01M_script03
and,0.3076923076923077,4,14,0,6way,val,Ses01M_script03
oh,0.0,0,18,0,6way,val,Ses01M_script03
and,0.5,7,15,0,6way,val,Ses01M_script03
and,0.9,9,11,0,6way,val,Ses01M_script03
like,0.75,3,5,0,6way,val,Ses01M_script03
oh,0.0,0,38,0,6way,val,Ses01M_script03
and,0.5405405405405406,20,38,0,6way,val,Ses01M_script03
and,0.6923076923076923,27,40,0,6way,val,Ses01M_script03
so,0.32,8,26,3,6way,test,Ses05F_impro01_
so,0.1,2,21,5,6way,test,Ses05F_impro01_
but,0.15,3,21,5,6way,test,Ses05F_impro01_
so,0.3076923076923077,4,14,5,6way,test,Ses05F_impro01_
but,0.38461538461538464,5,14,5,6way,test,Ses05F_impro01_
but,0.6190476190476191,13,22,-1,6way,test,Ses05F_impro01_
i mean,0.05555555555555555,1,19,5,6way,test,Ses05F_impro01_
so,0.6428571428571429,18,29,3,6way,test,Ses05F_impro01_
well,0.0,0,29,3,6way,test,Ses05F_impro01_
so,1.0,8,9,5,6way,test,Ses05F_impro01_
like,0.6818181818181818,15,23,5,6way,test,Ses05F_impro01_
like,0.8636363636363636,19,23,5,6way,test,Ses05F_impro01_
and,1.0,22,23,5,6way,test,Ses05F_impro01_
but,0.34782608695652173,8,24,5,6way,test,Ses05F_impro01_
so,0.5384615384615384,14,27,5,6way,test,Ses05F_impro01_
but,0.3076923076923077,8,27,5,6way,test,Ses05F_impro01_
and,0.6153846153846154,16,27,5,6way,test,Ses05F_impro01_
so,0.0,0,17,3,6way,test,Ses05F_impro01_
and,0.8125,13,17,3,6way,test,Ses05F_impro01_
maybe,0.1875,3,17,3,6way,test,Ses05F_impro01_
maybe,0.875,14,17,3,6way,test,Ses05F_impro01_
and,0.0,0,8,5,6way,test,Ses05F_impro01_
like,0.6470588235294118,22,35,5,6way,test,Ses05F_impro01_
so,1.0,34,35,5,6way,test,Ses05F_impro01_
and,1.0,7,8,5,6way,test,Ses05F_impro01_
but,0.0,0,34,5,6way,test,Ses05F_impro01_
and,0.3333333333333333,11,34,5,6way,test,Ses05F_impro01_
so,0.5333333333333333,8,16,5,6way,test,Ses05F_impro01_
so,0.8,12,16,5,6way,test,Ses05F_impro01_
and,0.16666666666666666,6,37,5,6way,test,Ses05F_impro01_
so,0.18518518518518517,5,28,5,6way,test,Ses05F_impro01_
and,0.37037037037037035,10,28,5,6way,test,Ses05F_impro01_
so,0.425,17,41,5,6way,test,Ses05F_impro01_
and,0.35,14,41,5,6way,test,Ses05F_impro01_
and,0.9,36,41,5,6way,test,Ses05F_impro01_
maybe,0.225,9,41,5,6way,test,Ses05F_impro01_
and,0.7,14,21,5,6way,test,Ses05F_impro01_
so,0.6666666666666666,4,7,5,6way,test,Ses05F_impro01_
i think,0.4666666666666667,7,16,5,6way,test,Ses05F_impro01_
and,0.36,9,26,0,6way,test,Ses05F_impro01_
well,0.06666666666666667,1,16,0,6way,test,Ses05F_impro01_
and,0.7333333333333333,11,16,0,6way,test,Ses05F_impro01_
so,1.0,12,13,5,6way,test,Ses05F_impro01_
but,0.5833333333333334,7,13,5,6way,test,Ses05F_impro01_
so,0.07692307692307693,1,14,2,6way,test,Ses05F_impro02_
so,0.6666666666666666,4,7,-1,6way,test,Ses05F_impro02_
and,0.0,0,2,-1,6way,test,Ses05F_impro02_
though,0.07692307692307693,1,14,0,6way,test,Ses05F_impro02_
so,0.2,1,6,-1,6way,test,Ses05F_impro02_
so,0.8,4,6,-1,6way,test,Ses05F_impro02_
though,0.6,3,6,-1,6way,test,Ses05F_impro02_
you know,0.7368421052631579,14,20,-1,6way,test,Ses05F_impro02_
well,0.07692307692307693,2,27,2,6way,test,Ses05F_impro02_
i think,0.46153846153846156,12,27,2,6way,test,Ses05F_impro02_
and,0.7692307692307693,20,27,2,6way,test,Ses05F_impro02_
i think,0.0,0,6,2,6way,test,Ses05F_impro02_
so,0.21428571428571427,3,15,-1,6way,test,Ses05F_impro02_
probably,0.6666666666666666,8,13,5,6way,test,Ses05F_impro02_
like,0.9,9,11,0,6way,test,Ses05F_impro02_
so,0.8,8,11,0,6way,test,Ses05F_impro02_
well,0.0,0,13,5,6way,test,Ses05F_impro02_
and,0.75,9,13,5,6way,test,Ses05F_impro02_
maybe,0.08333333333333333,1,13,5,6way,test,Ses05F_impro02_
so,1.0,9,10,5,6way,test,Ses05F_impro02_
like,0.3333333333333333,3,10,-1,6way,test,Ses05F_impro02_
like,0.7777777777777778,7,10,-1,6way,test,Ses05F_impro02_
like,0.14285714285714285,1,8,-1,6way,test,Ses05F_impro02_
like,0.8571428571428571,6,8,-1,6way,test,Ses05F_impro02_
like,0.16666666666666666,1,7,-1,6way,test,Ses05F_impro02_
like,0.6666666666666666,4,7,-1,6way,test,Ses05F_impro02_
so,0.6521739130434783,15,24,-1,6way,test,Ses05F_impro02_
so,0.9565217391304348,22,24,-1,6way,test,Ses05F_impro02_
so,1.0,10,11,2,6way,test,Ses05F_impro02_
and,0.5,5,11,2,6way,test,Ses05F_impro02_
well,0.0,0,31,-1,6way,test,Ses05F_impro02_
so,0.5882352941176471,10,18,2,6way,test,Ses05F_impro02_
well,0.0,0,6,2,6way,test,Ses05F_impro02_
so,0.16666666666666666,6,37,-1,6way,test,Ses05F_impro02_
and,0.6944444444444444,25,37,-1,6way,test,Ses05F_impro02_
so,0.3076923076923077,4,14,5,6way,test,Ses05F_impro02_
i mean,0.38461538461538464,5,14,5,6way,test,Ses05F_impro02_
so,0.09090909090909091,2,23,2,6way,test,Ses05F_impro02_
maybe,0.0,0,6,-1,6way,test,Ses05F_impro02_
so,0.4,6,16,2,6way,test,Ses05F_impro02_
so,0.6,9,16,2,6way,test,Ses05F_impro02_
so,0.7333333333333333,11,16,2,6way,test,Ses05F_impro02_
so,0.8666666666666667,13,16,2,6way,test,Ses05F_impro02_
and,0.75,6,9,2,6way,test,Ses05F_impro02_
like,0.6666666666666666,14,22,2,6way,test,Ses05F_impro02_
and,0.5714285714285714,12,22,2,6way,test,Ses05F_impro02_
so,1.0,5,6,-1,6way,test,Ses05F_impro02_
and,0.8260869565217391,19,24,-1,6way,test,Ses05F_impro02_
so,0.8,8,11,2,6way,test,Ses05F_impro02_
so,0.3333333333333333,1,4,4,6way,test,Ses05F_impro03_
oh,0.0,0,3,4,6way,test,Ses05F_impro03_
though,0.7333333333333333,11,16,4,6way,test,Ses05F_impro03_
and,0.0,0,16,4,6way,test,Ses05F_impro03_
oh,0.0,0,3,4,6way,test,Ses05F_impro03_
so,1.0,19,20,4,6way,test,Ses05F_impro03_
though,0.10526315789473684,2,20,4,6way,test,Ses05F_impro03_
though,0.5263157894736842,10,20,4,6way,test,Ses05F_impro03_
oh,0.0,0,2,4,6way,test,Ses05F_impro03_
well,0.0,0,28,4,6way,test,Ses05F_impro03_
and,0.48148148148148145,13,28,4,6way,test,Ses05F_impro03_
so,0.5,7,15,4,6way,test,Ses05F_impro03_
so,0.0,0,1,4,6way,test,Ses05F_impro03_
